RS:1000:wave_test,FS:1000:wave_test,RB:250:test2,FB:250:test3
0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,416.8255,552.4413,0,0
0.0,0.0,0.0,0.0,0.0,0.0,419.5828,554.04956,0,0
0.0,0.0,0.0,0.0,0.0,0.0,422.32813,555.6324,0,0
0.0,0.0,0.0,0.0,0.0,0.0,425.06125,557.1897,0,0
0.0,0.0,0.0,0.0,0.0,0.0,427.78183,558.7213,0,0
0.0,0.0,0.0,0.0,0.0,0.0,430.48965,560.2269,0,0
0.0,0.0,0.0,0.0,0.0,0.0,433.18445,561.70667,0,0
0.0,0.0,0.0,0.0,0.0,0.0,435.8659,563.16016,0,0
0.0,0.0,0.0,0.0,0.0,0.0,438.53375,564.58734,0,0
0.0,0.0,0.0,0.0,0.0,0.0,441.18777,565.9881,0,0
0.0,0.0,0.0,0.0,0.0,0.0,443.82767,567.3622,0,0
0.0,0.0,0.0,0.0,0.0,0.0,446.4532,568.7096,0,0
0.0,0.0,0.0,0.0,0.0,0.0,449.06403,570.03015,0,0
0.0,0.0,0.0,0.0,0.0,0.0,451.66,571.32367,0,0
0.0,0.0,0.0,0.0,0.0,0.0,454.24078,572.59,0,0
0.0,0.0,0.0,0.0,0.0,0.0,456.80618,573.8292,0,0
0.0,0.0,0.0,0.0,0.0,0.0,459.35587,575.0409,0,0
0.0,0.0,0.0,0.0,0.0,0.0,461.8896,576.22516,0,0
0.0,0.0,0.0,0.0,0.0,0.0,464.40717,577.3818,0,0
0.0,0.0,0.0,0.0,0.0,0.0,466.90833,578.5107,0,0
0.0,0.0,0.0,0.0,0.0,0.0,469.39276,579.6117,0,0
0.0,0.0,0.0,0.0,0.0,0.0,471.86023,580.6848,0,0
0.0,0.0,0.0,0.0,0.0,0.0,474.31055,581.7298,0,0
0.0,0.0,0.0,0.0,0.0,0.0,476.7434,582.74664,0,0
0.0,0.0,0.0,0.0,0.0,0.0,479.15863,583.7352,0,0
0.0,0.0,0.0,0.0,0.0,0.0,481.5559,584.6954,0,0
0.0,0.0,0.0,0.0,0.0,0.0,483.93506,585.6271,0,0
0.0,0.0,0.0,0.0,0.0,0.0,486.29578,586.5303,0,0
0.0,0.0,0.0,0.0,0.0,0.0,488.63788,587.4048,0,0
0.0,0.0,0.0,0.0,0.0,0.0,490.96115,588.2505,0,0
0.0,0.0,0.0,0.0,0.0,0.0,493.26532,589.06744,0,0
0.0,0.0,0.0,0.0,0.0,0.0,495.5501,589.85547,0,0
0.0,0.0,0.0,0.0,0.0,0.0,497.8154,590.6145,0,0
0.0,0.0,0.0,0.0,0.0,0.0,500.0609,591.3445,0,0
0.0,0.0,0.0,0.0,0.0,0.0,502.28638,592.0454,0,0
0.0,0.0,0.0,0.0,0.0,0.0,504.49164,592.71704,0,0
0.0,0.0,0.0,0.0,0.0,0.0,506.67645,593.3594,0,0
0.0,0.0,0.0,0.0,0.0,0.0,508.84058,593.9724,0,0
0.0,0.0,0.0,0.0,0.0,0.0,510.98383,594.556,0,0
0.0,0.0,0.0,0.0,0.0,0.0,513.10596,595.1102,0,0
0.0,0.0,0.0,0.0,0.0,0.0,515.20685,595.6349,0,0
0.0,0.0,0.0,0.0,0.0,0.0,517.28613,596.13,0,0
0.0,0.0,0.0,0.0,0.0,0.0,519.34375,596.5955,0,0
0.0,0.0,0.0,0.0,0.0,0.0,521.3794,597.0314,0,0
0.0,0.0,0.0,0.0,0.0,0.0,523.39294,597.4375,0,0
0.0,0.0,0.0,0.0,0.0,0.0,525.38416,597.8139,0,0
0.0,0.0,0.0,0.0,0.0,0.0,527.3528,598.1605,0,0
0.0,0.0,0.0,0.0,0.0,0.0,529.2987,598.4773,0,0
0.0,0.0,0.0,0.0,0.0,0.0,531.2217,598.7643,0,0
0.0,0.0,0.0,0.0,0.0,0.0,533.1215,599.02136,0,0
0.0,0.0,0.0,0.0,0.0,0.0,534.99805,599.24854,0,0
0.0,0.0,0.0,0.0,0.0,0.0,536.85114,599.44574,0,0
0.0,0.0,0.0,0.0,0.0,0.0,538.6805,599.61304,0,0
0.0,0.0,0.0,0.0,0.0,0.0,540.48596,599.75037,0,0
0.0,0.0,0.0,0.0,0.0,0.0,542.26746,599.8578,0,0
0.0,0.0,0.0,0.0,0.0,0.0,544.02466,599.9351,0,0
0.0,0.0,0.0,0.0,0.0,0.0,545.75745,599.98254,0,0
0.0,0.0,0.0,0.0,0.0,0.0,547.4657,599.9999,0,0
0.0,0.0,0.0,0.0,0.0,0.0,549.14923,599.9873,0,0
0.0,0.0,0.0,0.0,0.0,0.0,550.8078,599.9447,0,0
0.0,0.0,0.0,0.0,0.0,0.0,552.4413,599.8721,0,0
0.0,0.0,0.0,0.0,0.0,0.0,554.04956,599.76953,0,0
0.0,0.0,0.0,0.0,0.0,0.0,555.6324,599.63696,0,0
0.0,0.0,0.0,0.0,0.0,0.0,557.1897,599.47437,0,0
0.0,0.0,0.0,0.0,0.0,0.0,558.7213,599.2819,0,0
0.0,0.0,0.0,0.0,0.0,0.0,560.2269,599.0595,0,0
0.0,0.0,0.0,0.0,0.0,0.0,561.70667,598.8072,0,0
0.0,0.0,0.0,0.0,0.0,0.0,563.16016,598.525,0,0
0.0,0.0,0.0,0.0,0.0,0.0,564.58734,598.213,0,0
0.0,0.0,0.0,0.0,0.0,0.0,565.9881,597.8711,0,0
0.0,0.0,0.0,0.0,0.0,0.0,567.3622,597.49945,0,0
0.0,0.0,0.0,0.0,0.0,0.0,568.7096,597.098,0,0
0.0,0.0,0.0,0.0,0.0,0.0,570.03015,596.66693,0,0
0.0,0.0,0.0,0.0,0.0,0.0,571.32367,596.2062,0,0
0.0,0.0,0.0,0.0,0.0,0.0,572.59,595.71576,0,0
0.0,0.0,0.0,0.0,0.0,0.0,573.8292,595.1958,0,0
0.0,0.0,0.0,0.0,0.0,0.0,575.0409,594.6463,0,0
0.0,0.0,0.0,0.0,0.0,0.0,576.22516,594.0674,0,0
0.0,0.0,0.0,0.0,0.0,0.0,577.3818,593.459,0,0
0.0,0.0,0.0,0.0,0.0,0.0,578.5107,592.8213,0,0
0.0,0.0,0.0,0.0,0.0,0.0,579.6117,592.1543,0,0
0.0,0.0,0.0,0.0,0.0,0.0,580.6848,591.4581,0,0
0.0,0.0,0.0,0.0,0.0,0.0,581.7298,590.7327,0,0
0.0,0.0,0.0,0.0,0.0,0.0,582.74664,589.97833,0,0
0.0,0.0,0.0,0.0,0.0,0.0,583.7352,589.1949,0,0
0.0,0.0,0.0,0.0,0.0,0.0,584.6954,588.38257,0,0
0.0,0.0,0.0,0.0,0.0,0.0,585.6271,587.5414,0,0
0.0,0.0,0.0,0.0,0.0,0.0,586.5303,586.67145,0,0
0.0,0.0,0.0,0.0,0.0,0.0,587.4048,585.7728,0,0
0.0,0.0,0.0,0.0,0.0,0.0,588.2505,584.8457,0,0
0.0,0.0,0.0,0.0,0.0,0.0,589.06744,583.89,0,0
0.0,0.0,0.0,0.0,0.0,0.0,589.85547,582.906,0,0
0.0,0.0,0.0,0.0,0.0,0.0,590.6145,581.8937,0,0
0.0,0.0,0.0,0.0,0.0,0.0,591.3445,580.85315,0,0
0.0,0.0,0.0,0.0,0.0,0.0,592.0454,579.7845,0,0
0.0,0.0,0.0,0.0,0.0,0.0,592.71704,578.68787,0,0
0.0,0.0,0.0,0.0,0.0,0.0,593.3594,577.5635,0,0
0.0,0.0,0.0,0.0,0.0,0.0,593.9724,576.41125,0,0
0.0,0.0,0.0,0.0,0.0,0.0,594.556,575.2314,0,0
0.0,0.0,0.0,0.0,0.0,0.0,595.1102,574.02405,0,0
